Year,Month,Open,High,Low,Close,Volume
2012,5,33.01555569966634,33.86888885498047,31.057778040568035,31.86999977959527,139057022.2222222
2012,6,29.53714270818801,30.23238109406971,28.893333344232467,29.540476208641415,31805261.904761903
2012,7,29.143333344232467,29.598095303490048,28.437618891398113,28.87999979654948,24770938.095238097
2012,8,20.28739133088485,20.644782605378523,19.768695582514223,20.108260859613832,50084560.86956522
2012,9,20.629473636024876,21.089473724365234,20.17052640412983,20.62789485329076,55718089.473684214
2012,10,20.822380883353098,21.07952354067848,20.39238066900344,20.619523729596818,52425633.333333336
2012,11,22.601428622291202,23.27142878941127,22.240476063319615,22.88619041442871,72737628.57142857
2012,12,27.201999950408936,27.673999881744386,26.684000110626222,27.1314998626709,59591610.0
2013,1,30.187619073050364,30.831428437005904,29.76999991280692,30.331904820033483,79802461.90476191
2013,2,28.26315809551038,28.598947123477334,27.732105355513724,28.087894640470807,50402094.7368421
2013,3,26.88050012588501,27.248499965667726,26.452999877929688,26.806499862670897,36359025.0
2013,4,26.588636311617766,27.018181800842285,26.218636426058683,26.608181780034844,33568600.0
2013,5,26.35136352885853,26.63272727619518,25.914545492692426,26.14318171414462,44640672.72727273
2013,6,23.982500076293945,24.298500061035156,23.65599994659424,23.94399995803833,39416575.0
2013,7,27.728181752291594,28.218181956898082,27.389999996532094,27.91136342828924,65364413.63636363
2013,8,38.70045488530939,39.28499984741211,38.235908855091445,38.748181949962266,61136095.45454545
2013,9,45.538499641418454,46.313999557495116,44.90200023651123,45.761999893188474,79154190.0
2013,10,50.67347866555919,51.51347848643427,49.71086999644404,50.51173898448115,88375434.7826087
2013,11,47.575500297546384,48.42499980926514,46.64849987030029,47.37850017547608,67865595.0
2013,12,52.284761882963636,53.170952751522975,51.575238000778924,52.57047616867792,72263485.71428572
2014,1,56.96095221383231,57.848571232386995,55.99714261009579,56.92809495471773,61653085.71428572
2014,2,66.12105299297131,67.2168422498201,65.23421076724404,66.37052556088096,58461794.7368421
2014,3,67.72761898949032,68.41523815336681,66.12571498325893,67.09333328973679,59782857.14285714
2014,4,59.97000013078962,61.036190396263486,58.25904773530506,59.606666564941406,89712623.8095238
2014,5,60.00333295549665,60.990952446347194,59.20380964733305,60.08714294433594,53340738.0952381
2014,6,64.65857097080776,65.46047610328311,64.03380929856073,64.84666660853794,41113800.0
2014,7,69.0754543651234,69.84909022938122,68.15545532920144,69.03090927817605,46743863.63636363
2014,8,73.8433329264323,74.46523829868862,73.37857237316314,73.96904718308221,28131600.0
2014,9,76.97857048397972,77.96523793538411,76.23428562709263,77.27571505591983,34333133.333333336
2014,10,76.44565217391305,77.44782555621603,75.44130441416864,76.53739099917205,47114913.04347826
2014,11,74.82526277240954,75.52368404990749,74.10947337903474,74.89526286878083,25840278.94736842
2014,12,77.71090906316584,78.60409129749645,76.96500049937855,77.68545358831233,24296686.363636363
2015,1,77.02800064086914,77.6935001373291,75.88799934387207,76.72150001525878,27310535.0
2015,2,76.86263154682361,77.70947426243832,76.12894680625514,76.95105261551707,25007826.315789472
2015,3,80.897272976962,81.76863583651456,80.23272705078125,81.01318255337802,26152268.181818184
2015,4,82.31381007603237,83.07523818243118,81.52190544491722,82.09142812093098,25815457.14285714
2015,5,79.47150077819825,80.14249992370605,78.78900032043457,79.42000045776368,21093535.0
2015,6,82.9804555719549,83.88227254694158,82.37954503839666,83.2836369601163,24442740.90909091
2015,7,92.01045435125178,92.93090889670633,90.857271714644,92.05500030517578,35944590.90909091
2015,8,91.83476112002418,93.13142867315383,90.25761958530971,91.77857171921502,33804028.571428575
2015,9,91.39285714285714,92.49999963669549,90.27333286830357,91.4461909702846,30257133.333333332
2015,10,96.66318303888494,97.83727229725231,95.70863689075817,97.12954538518733,25981381.818181816
2015,11,106.07350044250488,107.05149993896484,104.83550033569335,105.96899948120117,27361640.0
2015,12,105.47727307406339,106.45090935447,104.29500024968928,105.37500034679066,20013822.727272727
2016,1,99.20052658884148,100.57420951441715,96.9821054559005,98.98210625899465,41721531.578947365
2016,2,106.01100006103516,107.88099975585938,104.01649932861328,105.92099990844727,43707625.0
2016,3,110.54909133911133,111.58909156105734,109.56590791182084,110.78045446222478,23702677.272727273
2016,4,112.18333362397694,113.13619050525483,110.61095174153645,111.93428548177083,35314942.85714286
2016,5,118.34047626313709,119.20142873128255,117.57238079252697,118.46476055326916,21930676.19047619
2016,6,115.37636427445845,116.07318219271573,114.45409115878019,115.27863658558239,20494368.181818184
2016,7,119.09449920654296,120.05949935913085,117.95199966430664,119.17749977111816,23505430.0
2016,8,124.35608706266984,125.07347836701766,123.70565198815387,124.46913080630095,15898734.782608695
2016,9,128.32285672142393,129.2190468197777,127.58428482782273,128.51333363850912,17929433.333333332
2016,10,129.83190409342447,130.5171428862072,128.96809568859283,129.7095253354027,14918304.761904761
2016,11,121.06857154482887,122.34618958972749,119.22952379499164,120.68476141066779,30669185.714285713
2016,12,118.20333353678386,119.10999952043805,117.10619063604446,118.04190426781064,19463257.14285714
2017,1,126.23850021362304,127.40999984741211,125.49550094604493,126.8174991607666,18947945.0
2017,2,133.6389489424856,134.62052515933388,132.78684194464432,133.8305254484478,20247394.736842107
2017,3,139.1452172320822,139.97608748726222,138.60956473972487,139.4082608430282,14873852.173913043
2017,4,142.82841973555716,143.67473562140214,142.14526447496917,142.96526296515214,14504542.105263159
2017,5,150.32727258855647,151.12181854248047,149.25727289373225,150.23409271240234,18344859.09090909
2017,6,152.1127270785245,153.26409010453656,150.49136421897194,152.07954545454547,18852595.454545453
2017,7,160.16550064086914,161.66549911499024,158.84100036621095,160.53249893188476,20995380.0
2017,8,169.0856522269871,170.1130424167799,167.8617401123047,169.1600003449813,13200991.304347826
2017,9,170.76699981689453,171.79100036621094,169.18899993896486,170.59099960327148,15240915.0
2017,10,173.39545371315697,174.4959092573686,172.19045396284625,173.3068195689808,14461209.090909092
2017,11,179.6509515671503,180.74476114908853,178.3538099016462,179.69666689918154,16714223.80952381
2017,12,177.50449981689454,178.94550094604492,176.04749908447266,177.41650009155273,15854790.0
2018,1,184.58428446451822,186.21095130557106,182.92476327078683,184.96285647437685,23602652.38095238
2018,2,180.72157769454154,183.13158055355674,177.75631553248354,180.2694734272204,27171136.842105262
2018,3,173.44952392578125,176.1452389671689,170.50809733072916,173.4895222981771,47438176.190476194
2018,4,164.16333225795202,166.08618963332404,161.5461905343192,163.8104763939267,35717747.61904762
2018,5,181.91090947931463,183.8731821233576,180.94999833540484,182.93000030517578,18233822.727272727
2018,6,194.97476268949964,196.79762050083704,193.17999994187127,195.26761954171317,18441219.04761905
2018,7,199.33238074893043,201.5980951218378,197.50476146879652,199.96714201427642,30810985.714285713
2018,8,177.59869517450747,179.4339141845703,175.68086773416272,177.4921715777853,23862291.304347824
2018,9,164.2331583123458,166.39947349146792,162.41684281198602,164.37736832468133,26340463.157894738
2018,10,154.87347876507303,157.1247837232507,152.1030445928159,154.18782574197522,27062882.608695652
2018,11,141.76285734630767,143.65809558686755,139.5933361961728,141.63571457635788,24673890.476190478
2018,12,137.5294747603567,140.49368446751646,134.81420938592208,137.1610516999897,29409800.0
2019,1,144.5519038609096,147.32999892461868,142.93809509277344,145.42285664876303,25121328.57142857
2019,2,164.75473504317435,166.5342110081723,163.29315828022203,164.8136837607936,15907536.842105264
2019,3,166.84047662644159,168.79952421642486,165.37952459426154,167.41142781575522,18473147.61904762
2019,4,180.31523931594123,182.08428519112724,178.9557124546596,180.5442846389044,18189776.19047619
2019,5,185.97454556551847,187.90272660688922,184.21727336536753,186.08227261629972,13037340.909090908
2019,6,181.66449966430665,183.89249954223632,178.92400054931642,181.2745002746582,21321430.0
2019,7,199.31408968838778,201.50772927024147,197.1581830111417,199.59545412930575,15955495.454545455
2019,8,184.99454498291016,186.7959081476385,182.60681915283203,184.4977264404297,13394977.272727273
2019,9,186.28349990844725,187.6095001220703,183.88899993896484,185.73500061035156,13226925.0
2019,10,184.3695645539657,186.42869435185972,182.0217397938604,184.38391245966372,14182921.739130436
2019,11,195.39449920654297,197.1109992980957,194.0715003967285,195.71849975585937,12915195.0
2019,12,202.1423812139602,203.53809465680803,200.20999944777716,201.951904296875,13155100.0
2020,1,216.25238182431175,218.11952354794457,214.41714332217262,216.64333307175409,16538790.476190476
2020,2,207.03789640727797,209.67947548314146,204.96315644916734,207.5052634791324,16713015.789473685
2020,3,165.28318162397906,170.17272741144353,160.38909218528053,165.747727134011,29521259.09090909
2020,4,177.12095060802642,179.7857150123233,173.59285699753534,177.00333513532365,25777838.095238097
2020,5,215.76350021362305,219.47750091552734,213.23650054931642,216.54900131225585,25473825.0
2020,6,231.54136310924184,235.12227422540838,227.729999889027,232.0463631369851,24911081.818181816
2020,7,238.70090970126066,242.38181859796697,235.02545512806284,239.21181765469638,23527259.09090909
2020,8,267.15238226027714,273.0990498860677,264.4895230247861,268.7857171921503,27344719.04761905
2020,9,267.9161900111607,271.64666748046875,262.50238327752976,266.5519053141276,23767395.23809524
2020,10,270.58999911221593,274.08409118652344,266.4831834272905,269.7809101451527,20640981.818181816
2020,11,276.38600006103513,279.5330017089844,272.28150177001953,276.3064987182617,17838580.0
2020,12,276.4404560435902,280.01227084073156,272.6531815962358,276.53090737082744,16540954.545454545
2021,1,266.1910536916632,269.92737137643917,261.1236853348581,264.6094737805818,23822794.736842107
2021,2,265.94841886821547,269.66052727950245,262.85210378546464,266.33789383737667,16725010.52631579
2021,3,274.6991285241169,280.150866964589,271.3813038701596,275.50695668096125,21626813.04347826
2021,4,307.90809413364957,310.81285894484745,304.7057117280506,307.7538103376116,20059890.476190478
2021,5,316.59849853515624,320.23499603271483,313.6849960327148,317.3359970092773,17671185.0
2021,6,335.7536357532848,339.2813651344993,332.80408963290125,336.42590886896306,15673200.0
2021,7,352.98428780691967,356.97857084728423,349.22523716517856,353.3771449497768,15971942.857142856
2021,8,361.6268227317116,365.6172707297585,359.10090775923294,363.01682073419744,10277868.181818182
2021,9,365.0557134719122,367.67952328636534,360.5361894880022,363.96714274088544,16100466.666666666
2021,10,341.6099853515625,345.010009765625,338.6400146484375,343.010009765625,14789507.0
